patient	cluster	entrez	gene	source	subtype	id	name
NP11	0	7157	TP53	go	BP	GO:0010165	response to X-ray
NP12	0	7157	TP53	go	BP	GO:0010165	response to X-ray
NP16	0	7157	TP53	go	BP	GO:0010165	response to X-ray
NP19	0	7157	TP53	go	BP	GO:0010165	response to X-ray
NP01	0	7157	TP53	go	BP	GO:0010332	response to gamma radiation
NP11	0	7157	TP53	go	BP	GO:0010332	response to gamma radiation
NP12	0	7157	TP53	go	BP	GO:0010332	response to gamma radiation
NP16	0	7157	TP53	go	BP	GO:0010332	response to gamma radiation
NP19	0	7157	TP53	go	BP	GO:0010332	response to gamma radiation
NP01	0	7157	TP53	go	BP	GO:0010628	positive regulation of gene expression
NP11	0	7157	TP53	go	BP	GO:0010628	positive regulation of gene expression
NP12	0	7157	TP53	go	BP	GO:0010628	positive regulation of gene expression
NP16	0	7157	TP53	go	BP	GO:0010628	positive regulation of gene expression
NP19	0	7157	TP53	go	BP	GO:0010628	positive regulation of gene expression
NP01	0	7157	TP53	go	BP	GO:0016032	viral process
NP11	0	7157	TP53	go	BP	GO:0016032	viral process
NP12	0	7157	TP53	go	BP	GO:0016032	viral process
NP16	0	7157	TP53	go	BP	GO:0016032	viral process
NP19	0	7157	TP53	go	BP	GO:0016032	viral process
NP01	0	7157	TP53	go	BP	GO:0016925	protein sumoylation
NP11	0	7157	TP53	go	BP	GO:0016925	protein sumoylation
NP12	0	7157	TP53	go	BP	GO:0016925	protein sumoylation
NP16	0	7157	TP53	go	BP	GO:0016925	protein sumoylation
NP19	0	7157	TP53	go	BP	GO:0016925	protein sumoylation
NP01	0	7157	TP53	go	BP	GO:0030154	cell differentiation
NP11	0	7157	TP53	go	BP	GO:0030154	cell differentiation
NP12	0	7157	TP53	go	BP	GO:0030154	cell differentiation
NP16	0	7157	TP53	go	BP	GO:0030154	cell differentiation
NP19	0	7157	TP53	go	BP	GO:0030154	cell differentiation
NP01	0	7157	TP53	go	BP	GO:0030308	negative regulation of cell growth
NP11	0	7157	TP53	go	BP	GO:0030308	negative regulation of cell growth
NP12	0	7157	TP53	go	BP	GO:0030308	negative regulation of cell growth
NP16	0	7157	TP53	go	BP	GO:0030308	negative regulation of cell growth
NP19	0	7157	TP53	go	BP	GO:0030308	negative regulation of cell growth
NP01	0	7157	TP53	go	BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator
NP11	0	7157	TP53	go	BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator
NP12	0	7157	TP53	go	BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator
NP16	0	7157	TP53	go	BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator
NP19	0	7157	TP53	go	BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator
NP01	0	7157	TP53	go	BP	GO:0031065	positive regulation of histone deacetylation
NP11	0	7157	TP53	go	BP	GO:0031065	positive regulation of histone deacetylation
NP12	0	7157	TP53	go	BP	GO:0031065	positive regulation of histone deacetylation
NP16	0	7157	TP53	go	BP	GO:0031065	positive regulation of histone deacetylation
NP19	0	7157	TP53	go	BP	GO:0031065	positive regulation of histone deacetylation
NP01	0	7157	TP53	go	BP	GO:0031497	chromatin assembly
NP11	0	7157	TP53	go	BP	GO:0031497	chromatin assembly
NP12	0	7157	TP53	go	BP	GO:0031497	chromatin assembly
NP16	0	7157	TP53	go	BP	GO:0031497	chromatin assembly
NP19	0	7157	TP53	go	BP	GO:0031497	chromatin assembly
NP01	0	7157	TP53	go	BP	GO:0031571	mitotic G1 DNA damage checkpoint
NP11	0	7157	TP53	go	BP	GO:0031571	mitotic G1 DNA damage checkpoint
NP12	0	7157	TP53	go	BP	GO:0031571	mitotic G1 DNA damage checkpoint
NP16	0	7157	TP53	go	BP	GO:0031571	mitotic G1 DNA damage checkpoint
NP19	0	7157	TP53	go	BP	GO:0031571	mitotic G1 DNA damage checkpoint
NP01	0	7157	TP53	go	BP	GO:0032461	positive regulation of protein oligomerization
NP11	0	7157	TP53	go	BP	GO:0032461	positive regulation of protein oligomerization
NP12	0	7157	TP53	go	BP	GO:0032461	positive regulation of protein oligomerization
NP16	0	7157	TP53	go	BP	GO:0032461	positive regulation of protein oligomerization
NP19	0	7157	TP53	go	BP	GO:0032461	positive regulation of protein oligomerization
NP01	0	7157	TP53	go	BP	GO:0034644	cellular response to UV
NP11	0	7157	TP53	go	BP	GO:0034644	cellular response to UV
NP12	0	7157	TP53	go	BP	GO:0034644	cellular response to UV
NP16	0	7157	TP53	go	BP	GO:0034644	cellular response to UV
NP19	0	7157	TP53	go	BP	GO:0034644	cellular response to UV
NP01	0	7157	TP53	go	BP	GO:0035690	cellular response to drug
NP11	0	7157	TP53	go	BP	GO:0035690	cellular response to drug
NP12	0	7157	TP53	go	BP	GO:0035690	cellular response to drug
NP16	0	7157	TP53	go	BP	GO:0035690	cellular response to drug
NP19	0	7157	TP53	go	BP	GO:0035690	cellular response to drug
NP01	0	7157	TP53	go	BP	GO:0042149	cellular response to glucose starvation
NP11	0	7157	TP53	go	BP	GO:0042149	cellular response to glucose starvation
NP12	0	7157	TP53	go	BP	GO:0042149	cellular response to glucose starvation
NP16	0	7157	TP53	go	BP	GO:0042149	cellular response to glucose starvation
NP19	0	7157	TP53	go	BP	GO:0042149	cellular response to glucose starvation
NP01	0	7157	TP53	go	BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
NP11	0	7157	TP53	go	BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
NP12	0	7157	TP53	go	BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
NP16	0	7157	TP53	go	BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
NP19	0	7157	TP53	go	BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
NP01	0	7157	TP53	go	BP	GO:0042981	regulation of apoptotic process
NP11	0	7157	TP53	go	BP	GO:0042981	regulation of apoptotic process
NP12	0	7157	TP53	go	BP	GO:0042981	regulation of apoptotic process
NP16	0	7157	TP53	go	BP	GO:0042981	regulation of apoptotic process
NP19	0	7157	TP53	go	BP	GO:0042981	regulation of apoptotic process
NP01	0	7157	TP53	go	BP	GO:0043065	positive regulation of apoptotic process
NP11	0	7157	TP53	go	BP	GO:0043065	positive regulation of apoptotic process
NP12	0	7157	TP53	go	BP	GO:0043065	positive regulation of apoptotic process
NP16	0	7157	TP53	go	BP	GO:0043065	positive regulation of apoptotic process
NP19	0	7157	TP53	go	BP	GO:0043065	positive regulation of apoptotic process
NP01	0	7157	TP53	go	BP	GO:0043066	negative regulation of apoptotic process
NP11	0	7157	TP53	go	BP	GO:0043066	negative regulation of apoptotic process
NP12	0	7157	TP53	go	BP	GO:0043066	negative regulation of apoptotic process
NP16	0	7157	TP53	go	BP	GO:0043066	negative regulation of apoptotic process
NP19	0	7157	TP53	go	BP	GO:0043066	negative regulation of apoptotic process
NP01	0	7157	TP53	go	BP	GO:0043153	entrainment of circadian clock by photoperiod
NP11	0	7157	TP53	go	BP	GO:0043153	entrainment of circadian clock by photoperiod
NP12	0	7157	TP53	go	BP	GO:0043153	entrainment of circadian clock by photoperiod
NP16	0	7157	TP53	go	BP	GO:0043153	entrainment of circadian clock by photoperiod
NP19	0	7157	TP53	go	BP	GO:0043153	entrainment of circadian clock by photoperiod
NP01	0	7157	TP53	go	BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
NP11	0	7157	TP53	go	BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
NP12	0	7157	TP53	go	BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
NP16	0	7157	TP53	go	BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
NP19	0	7157	TP53	go	BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
NP01	0	7157	TP53	go	BP	GO:0043525	positive regulation of neuron apoptotic process
NP11	0	7157	TP53	go	BP	GO:0043525	positive regulation of neuron apoptotic process
NP12	0	7157	TP53	go	BP	GO:0043525	positive regulation of neuron apoptotic process
NP16	0	7157	TP53	go	BP	GO:0043525	positive regulation of neuron apoptotic process
NP19	0	7157	TP53	go	BP	GO:0043525	positive regulation of neuron apoptotic process
NP01	0	7157	TP53	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP11	0	7157	TP53	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP12	0	7157	TP53	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP16	0	7157	TP53	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP19	0	7157	TP53	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP01	0	7157	TP53	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP11	0	7157	TP53	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP12	0	7157	TP53	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP16	0	7157	TP53	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP19	0	7157	TP53	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP01	0	7157	TP53	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP11	0	7157	TP53	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP12	0	7157	TP53	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP16	0	7157	TP53	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP19	0	7157	TP53	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP01	0	7157	TP53	go	BP	GO:0046677	response to antibiotic
NP11	0	7157	TP53	go	BP	GO:0046677	response to antibiotic
NP12	0	7157	TP53	go	BP	GO:0046677	response to antibiotic
NP16	0	7157	TP53	go	BP	GO:0046677	response to antibiotic
NP19	0	7157	TP53	go	BP	GO:0046677	response to antibiotic
NP01	0	7157	TP53	go	BP	GO:0046827	positive regulation of protein export from nucleus
NP11	0	7157	TP53	go	BP	GO:0046827	positive regulation of protein export from nucleus
NP12	0	7157	TP53	go	BP	GO:0046827	positive regulation of protein export from nucleus
NP16	0	7157	TP53	go	BP	GO:0046827	positive regulation of protein export from nucleus
NP19	0	7157	TP53	go	BP	GO:0046827	positive regulation of protein export from nucleus
NP01	0	7157	TP53	go	BP	GO:0046902	regulation of mitochondrial membrane permeability
NP11	0	7157	TP53	go	BP	GO:0046902	regulation of mitochondrial membrane permeability
NP12	0	7157	TP53	go	BP	GO:0046902	regulation of mitochondrial membrane permeability
NP16	0	7157	TP53	go	BP	GO:0046902	regulation of mitochondrial membrane permeability
NP19	0	7157	TP53	go	BP	GO:0046902	regulation of mitochondrial membrane permeability
NP01	0	7157	TP53	go	BP	GO:0048147	negative regulation of fibroblast proliferation
NP11	0	7157	TP53	go	BP	GO:0048147	negative regulation of fibroblast proliferation
NP12	0	7157	TP53	go	BP	GO:0048147	negative regulation of fibroblast proliferation
NP16	0	7157	TP53	go	BP	GO:0048147	negative regulation of fibroblast proliferation
NP19	0	7157	TP53	go	BP	GO:0048147	negative regulation of fibroblast proliferation
NP01	0	7157	TP53	go	BP	GO:0048512	circadian behavior
NP11	0	7157	TP53	go	BP	GO:0048512	circadian behavior
NP12	0	7157	TP53	go	BP	GO:0048512	circadian behavior
NP16	0	7157	TP53	go	BP	GO:0048512	circadian behavior
NP19	0	7157	TP53	go	BP	GO:0048512	circadian behavior
NP01	0	7157	TP53	go	BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
NP11	0	7157	TP53	go	BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
NP12	0	7157	TP53	go	BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
NP16	0	7157	TP53	go	BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
NP19	0	7157	TP53	go	BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
NP01	0	7157	TP53	go	BP	GO:0051097	negative regulation of helicase activity
NP11	0	7157	TP53	go	BP	GO:0051097	negative regulation of helicase activity
NP12	0	7157	TP53	go	BP	GO:0051097	negative regulation of helicase activity
NP16	0	7157	TP53	go	BP	GO:0051097	negative regulation of helicase activity
NP19	0	7157	TP53	go	BP	GO:0051097	negative regulation of helicase activity
NP01	0	7157	TP53	go	BP	GO:0051262	protein tetramerization
NP11	0	7157	TP53	go	BP	GO:0051262	protein tetramerization
NP12	0	7157	TP53	go	BP	GO:0051262	protein tetramerization
NP16	0	7157	TP53	go	BP	GO:0051262	protein tetramerization
NP19	0	7157	TP53	go	BP	GO:0051262	protein tetramerization
NP01	0	7157	TP53	go	BP	GO:0051974	negative regulation of telomerase activity
NP11	0	7157	TP53	go	BP	GO:0051974	negative regulation of telomerase activity
NP12	0	7157	TP53	go	BP	GO:0051974	negative regulation of telomerase activity
NP16	0	7157	TP53	go	BP	GO:0051974	negative regulation of telomerase activity
NP19	0	7157	TP53	go	BP	GO:0051974	negative regulation of telomerase activity
NP01	0	7157	TP53	go	BP	GO:0070245	positive regulation of thymocyte apoptotic process
NP11	0	7157	TP53	go	BP	GO:0070245	positive regulation of thymocyte apoptotic process
NP12	0	7157	TP53	go	BP	GO:0070245	positive regulation of thymocyte apoptotic process
NP16	0	7157	TP53	go	BP	GO:0070245	positive regulation of thymocyte apoptotic process
NP19	0	7157	TP53	go	BP	GO:0070245	positive regulation of thymocyte apoptotic process
NP01	0	7157	TP53	go	BP	GO:0071158	positive regulation of cell cycle arrest
NP11	0	7157	TP53	go	BP	GO:0071158	positive regulation of cell cycle arrest
NP12	0	7157	TP53	go	BP	GO:0071158	positive regulation of cell cycle arrest
NP16	0	7157	TP53	go	BP	GO:0071158	positive regulation of cell cycle arrest
NP19	0	7157	TP53	go	BP	GO:0071158	positive regulation of cell cycle arrest
NP01	0	7157	TP53	go	BP	GO:0071456	cellular response to hypoxia
NP11	0	7157	TP53	go	BP	GO:0071456	cellular response to hypoxia
NP12	0	7157	TP53	go	BP	GO:0071456	cellular response to hypoxia
NP16	0	7157	TP53	go	BP	GO:0071456	cellular response to hypoxia
NP19	0	7157	TP53	go	BP	GO:0071456	cellular response to hypoxia
NP01	0	7157	TP53	go	BP	GO:0071479	cellular response to ionizing radiation
NP11	0	7157	TP53	go	BP	GO:0071479	cellular response to ionizing radiation
NP12	0	7157	TP53	go	BP	GO:0071479	cellular response to ionizing radiation
NP16	0	7157	TP53	go	BP	GO:0071479	cellular response to ionizing radiation
NP19	0	7157	TP53	go	BP	GO:0071479	cellular response to ionizing radiation
NP01	0	7157	TP53	go	BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator
NP11	0	7157	TP53	go	BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator
NP12	0	7157	TP53	go	BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator
NP16	0	7157	TP53	go	BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator
NP19	0	7157	TP53	go	BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator
NP01	0	7157	TP53	go	BP	GO:0090200	positive regulation of release of cytochrome c from mitochondria
NP11	0	7157	TP53	go	BP	GO:0090200	positive regulation of release of cytochrome c from mitochondria
NP12	0	7157	TP53	go	BP	GO:0090200	positive regulation of release of cytochrome c from mitochondria
NP16	0	7157	TP53	go	BP	GO:0090200	positive regulation of release of cytochrome c from mitochondria
NP19	0	7157	TP53	go	BP	GO:0090200	positive regulation of release of cytochrome c from mitochondria
NP01	0	7157	TP53	go	BP	GO:0090399	replicative senescence
NP11	0	7157	TP53	go	BP	GO:0090399	replicative senescence
NP12	0	7157	TP53	go	BP	GO:0090399	replicative senescence
NP16	0	7157	TP53	go	BP	GO:0090399	replicative senescence
NP19	0	7157	TP53	go	BP	GO:0090399	replicative senescence
NP01	0	7157	TP53	go	BP	GO:0090403	oxidative stress-induced premature senescence
NP11	0	7157	TP53	go	BP	GO:0090403	oxidative stress-induced premature senescence
NP12	0	7157	TP53	go	BP	GO:0090403	oxidative stress-induced premature senescence
NP16	0	7157	TP53	go	BP	GO:0090403	oxidative stress-induced premature senescence
NP19	0	7157	TP53	go	BP	GO:0090403	oxidative stress-induced premature senescence
NP01	0	7157	TP53	go	BP	GO:0097193	intrinsic apoptotic signaling pathway
NP11	0	7157	TP53	go	BP	GO:0097193	intrinsic apoptotic signaling pathway
NP12	0	7157	TP53	go	BP	GO:0097193	intrinsic apoptotic signaling pathway
NP16	0	7157	TP53	go	BP	GO:0097193	intrinsic apoptotic signaling pathway
NP19	0	7157	TP53	go	BP	GO:0097193	intrinsic apoptotic signaling pathway
NP01	0	7157	TP53	go	BP	GO:0097252	oligodendrocyte apoptotic process
NP11	0	7157	TP53	go	BP	GO:0097252	oligodendrocyte apoptotic process
NP12	0	7157	TP53	go	BP	GO:0097252	oligodendrocyte apoptotic process
NP16	0	7157	TP53	go	BP	GO:0097252	oligodendrocyte apoptotic process
NP19	0	7157	TP53	go	BP	GO:0097252	oligodendrocyte apoptotic process
NP01	0	7157	TP53	go	BP	GO:1900119	positive regulation of execution phase of apoptosis
NP11	0	7157	TP53	go	BP	GO:1900119	positive regulation of execution phase of apoptosis
NP12	0	7157	TP53	go	BP	GO:1900119	positive regulation of execution phase of apoptosis
NP16	0	7157	TP53	go	BP	GO:1900119	positive regulation of execution phase of apoptosis
NP19	0	7157	TP53	go	BP	GO:1900119	positive regulation of execution phase of apoptosis
NP01	0	7157	TP53	go	BP	GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
NP11	0	7157	TP53	go	BP	GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
NP12	0	7157	TP53	go	BP	GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
NP16	0	7157	TP53	go	BP	GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
NP19	0	7157	TP53	go	BP	GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
NP01	0	7157	TP53	go	BP	GO:1901796	regulation of signal transduction by p53 class mediator
NP11	0	7157	TP53	go	BP	GO:1901796	regulation of signal transduction by p53 class mediator
NP12	0	7157	TP53	go	BP	GO:1901796	regulation of signal transduction by p53 class mediator
NP16	0	7157	TP53	go	BP	GO:1901796	regulation of signal transduction by p53 class mediator
NP19	0	7157	TP53	go	BP	GO:1901796	regulation of signal transduction by p53 class mediator
NP01	0	7157	TP53	go	BP	GO:1902749	regulation of cell cycle G2/M phase transition
NP11	0	7157	TP53	go	BP	GO:1902749	regulation of cell cycle G2/M phase transition
NP12	0	7157	TP53	go	BP	GO:1902749	regulation of cell cycle G2/M phase transition
NP16	0	7157	TP53	go	BP	GO:1902749	regulation of cell cycle G2/M phase transition
NP19	0	7157	TP53	go	BP	GO:1902749	regulation of cell cycle G2/M phase transition
NP01	0	7157	TP53	go	BP	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
NP11	0	7157	TP53	go	BP	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
NP12	0	7157	TP53	go	BP	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
NP16	0	7157	TP53	go	BP	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
NP19	0	7157	TP53	go	BP	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
NP01	0	7157	TP53	go	BP	GO:2000379	positive regulation of reactive oxygen species metabolic process
NP11	0	7157	TP53	go	BP	GO:2000379	positive regulation of reactive oxygen species metabolic process
NP12	0	7157	TP53	go	BP	GO:2000379	positive regulation of reactive oxygen species metabolic process
NP16	0	7157	TP53	go	BP	GO:2000379	positive regulation of reactive oxygen species metabolic process
NP19	0	7157	TP53	go	BP	GO:2000379	positive regulation of reactive oxygen species metabolic process
NP01	0	7157	TP53	go	BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
NP11	0	7157	TP53	go	BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
NP12	0	7157	TP53	go	BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
NP16	0	7157	TP53	go	BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
NP19	0	7157	TP53	go	BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
NP12	0	7161	TP73	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP12	0	7161	TP73	go	BP	GO:0000187	activation of MAPK activity
NP12	0	7161	TP73	go	BP	GO:0001822	kidney development
NP12	0	7161	TP73	go	BP	GO:0006298	mismatch repair
NP12	0	7161	TP73	go	BP	GO:0006366	transcription from RNA polymerase II promoter
NP12	0	7161	TP73	go	BP	GO:0006974	cellular response to DNA damage stimulus
NP12	0	7161	TP73	go	BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
NP12	0	7161	TP73	go	BP	GO:0007050	cell cycle arrest
NP12	0	7161	TP73	go	BP	GO:0007346	regulation of mitotic cell cycle
NP12	0	7161	TP73	go	BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage
NP12	0	7161	TP73	go	BP	GO:0010165	response to X-ray
NP12	0	7161	TP73	go	BP	GO:0010243	response to organonitrogen compound
NP12	0	7161	TP73	go	BP	GO:0010332	response to gamma radiation
NP12	0	7161	TP73	go	BP	GO:0010468	regulation of gene expression
NP12	0	7161	TP73	go	BP	GO:0016032	viral process
NP12	0	7161	TP73	go	BP	GO:0031571	mitotic G1 DNA damage checkpoint
NP12	0	7161	TP73	go	BP	GO:0034644	cellular response to UV
NP12	0	7161	TP73	go	BP	GO:0042493	response to drug
NP12	0	7161	TP73	go	BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
NP12	0	7161	TP73	go	BP	GO:0042981	regulation of apoptotic process
NP12	0	7161	TP73	go	BP	GO:0043508	negative regulation of JUN kinase activity
NP12	0	7161	TP73	go	BP	GO:0043524	negative regulation of neuron apoptotic process
NP12	0	7161	TP73	go	BP	GO:0045665	negative regulation of neuron differentiation
NP12	0	7161	TP73	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP12	0	7161	TP73	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP12	0	7161	TP73	go	BP	GO:0048714	positive regulation of oligodendrocyte differentiation
NP12	0	7161	TP73	go	BP	GO:0051262	protein tetramerization
NP12	0	7161	TP73	go	BP	GO:0060044	negative regulation of cardiac muscle cell proliferation
NP12	0	7161	TP73	go	BP	GO:0071158	positive regulation of cell cycle arrest
NP12	0	7161	TP73	go	BP	GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
NP12	0	7161	TP73	go	BP	GO:1901796	regulation of signal transduction by p53 class mediator
NP17	0	7227	TRPS1	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP17	0	7227	TRPS1	go	BP	GO:0001501	skeletal system development
NP17	0	7227	TRPS1	go	BP	GO:0006366	transcription from RNA polymerase II promoter
NP17	0	7227	TRPS1	go	BP	GO:0006607	NLS-bearing protein import into nucleus
NP17	0	7227	TRPS1	go	BP	GO:0007507	heart development
NP17	0	7227	TRPS1	go	BP	GO:0009887	animal organ morphogenesis
NP17	0	7227	TRPS1	go	BP	GO:0009888	tissue development
NP17	0	7227	TRPS1	go	BP	GO:0032330	regulation of chondrocyte differentiation
NP17	0	7227	TRPS1	go	BP	GO:0045165	cell fate commitment
NP17	0	7227	TRPS1	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP17	0	7227	TRPS1	go	BP	GO:0048468	cell development
NP17	0	7227	TRPS1	go	BP	GO:0048565	digestive tract development
NP17	0	7227	TRPS1	go	BP	GO:0048646	anatomical structure formation involved in morphogenesis
NP11	0	7272	TTK	go	BP	GO:0007051	spindle organization
NP11	0	7272	TTK	go	BP	GO:0007052	mitotic spindle organization
NP11	0	7272	TTK	go	BP	GO:0007094	mitotic spindle assembly checkpoint
NP11	0	7272	TTK	go	BP	GO:0008284	positive regulation of cell proliferation
NP11	0	7272	TTK	go	BP	GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation
NP11	0	7272	TTK	go	BP	GO:0018108	peptidyl-tyrosine phosphorylation
NP11	0	7272	TTK	go	BP	GO:0051304	chromosome separation
NP19	0	7273	TTN	go	BP	GO:0002576	platelet degranulation
NP19	0	7273	TTN	go	BP	GO:0003300	cardiac muscle hypertrophy
NP19	0	7273	TTN	go	BP	GO:0006936	muscle contraction
NP19	0	7273	TTN	go	BP	GO:0006941	striated muscle contraction
NP19	0	7273	TTN	go	BP	GO:0007076	mitotic chromosome condensation
NP19	0	7273	TTN	go	BP	GO:0018108	peptidyl-tyrosine phosphorylation
NP19	0	7273	TTN	go	BP	GO:0030049	muscle filament sliding
NP19	0	7273	TTN	go	BP	GO:0030240	skeletal muscle thin filament assembly
NP19	0	7273	TTN	go	BP	GO:0030241	skeletal muscle myosin thick filament assembly
NP19	0	7273	TTN	go	BP	GO:0035995	detection of muscle stretch
NP19	0	7273	TTN	go	BP	GO:0045214	sarcomere organization
NP19	0	7273	TTN	go	BP	GO:0045859	regulation of protein kinase activity
NP19	0	7273	TTN	go	BP	GO:0048739	cardiac muscle fiber development
NP19	0	7273	TTN	go	BP	GO:0048769	sarcomerogenesis
NP19	0	7273	TTN	go	BP	GO:0050790	regulation of catalytic activity
NP19	0	7273	TTN	go	BP	GO:0051592	response to calcium ion
NP19	0	7273	TTN	go	BP	GO:0055003	cardiac myofibril assembly
NP19	0	7273	TTN	go	BP	GO:0055008	cardiac muscle tissue morphogenesis
NP19	0	7273	TTN	go	BP	GO:0060048	cardiac muscle contraction
NP19	0	7287	TULP1	go	BP	GO:0001895	retina homeostasis
NP19	0	7287	TULP1	go	BP	GO:0006910	phagocytosis, recognition
NP19	0	7287	TULP1	go	BP	GO:0007601	visual perception
NP19	0	7287	TULP1	go	BP	GO:0016358	dendrite development
NP19	0	7287	TULP1	go	BP	GO:0042462	eye photoreceptor cell development
NP19	0	7287	TULP1	go	BP	GO:0045494	photoreceptor cell maintenance
NP19	0	7287	TULP1	go	BP	GO:0050766	positive regulation of phagocytosis
NP19	0	7287	TULP1	go	BP	GO:0050908	detection of light stimulus involved in visual perception
NP19	0	7287	TULP1	go	BP	GO:0060041	retina development in camera-type eye
NP19	0	7287	TULP1	go	BP	GO:0097500	receptor localization to nonmotile primary cilium
NP19	0	7287	TULP1	go	BP	GO:1903546	protein localization to photoreceptor outer segment
NP16	0	7337	UBE3A	go	BP	GO:0001541	ovarian follicle development
NP16	0	7337	UBE3A	go	BP	GO:0006508	proteolysis
NP16	0	7337	UBE3A	go	BP	GO:0006511	ubiquitin-dependent protein catabolic process
NP16	0	7337	UBE3A	go	BP	GO:0007420	brain development
NP16	0	7337	UBE3A	go	BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling
NP16	0	7337	UBE3A	go	BP	GO:0016032	viral process
NP16	0	7337	UBE3A	go	BP	GO:0030521	androgen receptor signaling pathway
NP16	0	7337	UBE3A	go	BP	GO:0031398	positive regulation of protein ubiquitination
NP16	0	7337	UBE3A	go	BP	GO:0035037	sperm entry
NP16	0	7337	UBE3A	go	BP	GO:0042752	regulation of circadian rhythm
NP16	0	7337	UBE3A	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP16	0	7337	UBE3A	go	BP	GO:0051865	protein autoubiquitination
NP16	0	7337	UBE3A	go	BP	GO:0060736	prostate gland growth
